numcode,country,Carbon1971,Carbon1972,Carbon1973,Carbon1974,Carbon1975,Carbon1976,Carbon1977,Carbon1978,Carbon1979,Carbon1980,Carbon1981,Carbon1982,Carbon1983,Carbon1984,Carbon1985,Carbon1986,Carbon1987,Carbon1988,Carbon1989,Carbon1990,Carbon1991,Carbon1992,Carbon1993,Carbon1994,Carbon1995,Carbon1996,Carbon1997,Carbon1998,Carbon1999,Carbon2000,Carbon2001,Carbon2002,Carbon2003,Carbon2004,Carbon2005,Carbon2006,Carbon2007,Carbon2008,Carbon2009,Carbon2010,Carbon2011,Carbon2012,Carbon2013,Carbon2014,Carbon2015,Carbon2016,Carbon2017,Carbon2018,Carbon2019,Carbon2020,Carbon2021,Carbon2022,Carbon2023,Carbon2024,Carbon2025,Carbon2026,Carbon2027,Carbon2028,Carbon2029,Carbon2030,Carbon2031,Carbon2032,Carbon2033,Carbon2034,Carbon2035,Carbon2036,Carbon2037,Carbon2038,Carbon2039,Carbon2040
887,Yemen,0.00187,0.00142,0.00262,0.00211,0.00182,0.00229,0.00248,0.00264,0.0027,0.00342,0.00342,0.00405,0.00431,0.00452,0.00482,0.00534,0.0064,0.00683,0.00703,0.00714,0.00879,0.00954,0.00824,0.00861,0.00987,0.01008,0.01074,0.01152,0.0131,0.01392,0.01547,0.01495,0.01653,0.01813,0.01931,0.02062,0.02013,0.0209,0.02225,0.02397,0.02002,0.01992,0.020309305,0.02069861,0.021087915,0.02147722,0.021866526,0.022255831,0.022645136,0.023034441,0.023316562,0.023598682,0.023880803,0.024162924,0.025291407,0.025529772,0.025768136,0.0260065,0.026244864,0.027198321,0.027365794,0.027533268,0.027700741,0.027868215,0.028538109,0.028703886,0.028869663,0.029035439,0.029201216,0.029864323
50,Bangladesh,0.00339,0.00336,0.00411,0.00446,0.00469,0.00534,0.00538,0.00583,0.00625,0.00723,0.00748,0.00823,0.00788,0.0082,0.00935,0.0104,0.01143,0.01229,0.01322,0.01414,0.0133,0.01462,0.01616,0.01707,0.02099,0.02127,0.02333,0.02452,0.02432,0.02572,0.02973,0.03079,0.0328,0.03332,0.03512,0.03852,0.04102,0.04398,0.0476,0.05341,0.05652,0.06017,0.062109319,0.064048639,0.065987958,0.067927278,0.069866597,0.071805916,0.073745236,0.075684555,0.076790739,0.077896923,0.079003106,0.08010929,0.084534025,0.085759526,0.086985027,0.088210528,0.089436029,0.094338034,0.095845882,0.097353729,0.098861577,0.100369425,0.106400816,0.108335573,0.11027033,0.112205087,0.114139844,0.121878872
96,Brunei Darussalam,0.0004,0.00039,0.00078,0.00137,0.00172,0.00229,0.00247,0.00231,0.00242,0.00321,0.00308,0.00333,0.00347,0.00412,0.0043,0.00379,0.00374,0.00313,0.00366,0.00402,0.00454,0.00496,0.00473,0.00441,0.00532,0.00537,0.00559,0.00575,0.00584,0.00583,0.00542,0.00529,0.00606,0.00545,0.00529,0.00761,0.00784,0.00861,0.0074,0.00749,0.00878,0.00869,0.008970085,0.009250169,0.009530254,0.009810338,0.010090423,0.010370507,0.010650592,0.010930676,0.011090436,0.011250195,0.011409955,0.011569715,0.012208753,0.012385745,0.012562737,0.012739729,0.012916721,0.013624689,0.013842458,0.014060228,0.014277997,0.014495767,0.015366845,0.015646271,0.015925697,0.016205122,0.016484548,0.01760225
116,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153,0.00159,0.00166,0.00191,0.00202,0.00209,0.00225,0.00225,0.00244,0.00251,0.00285,0.00308,0.00353,0.00369,0.00379,0.00391,0.00423,0.00417,0.004304402,0.004438804,0.004573206,0.004707608,0.004842009,0.004976411,0.005110813,0.005245215,0.005321878,0.00539854,0.005475203,0.005551865,0.005858516,0.005943447,0.006028379,0.006113311,0.006198242,0.006537969,0.006642468,0.006746968,0.006851467,0.006955966,0.007373964,0.00750805,0.007642135,0.007776221,0.007910307,0.008446649
158,Chinese Taipei,0.03121,0.03552,0.04014,0.0388,0.04319,0.05154,0.05514,0.06388,0.06804,0.07506,0.06648,0.06666,0.07331,0.0751,0.07482,0.08518,0.09011,0.10455,0.11347,0.11751,0.1278,0.1357,0.14831,0.15379,0.16231,0.17132,0.18442,0.19872,0.20735,0.22804,0.23265,0.24469,0.25382,0.26567,0.26958,0.27645,0.2847,0.26921,0.24926,0.27376,0.27174,0.26062,0.269019957,0.277419914,0.285819871,0.294219829,0.302619786,0.311019743,0.3194197,0.327819657,0.332610975,0.337402293,0.342193611,0.346984929,0.366150202,0.37145833,0.376766459,0.382074587,0.387382716,0.40861523,0.415146313,0.421677396,0.42820848,0.434739563,0.460863897,0.469244092,0.477624288,0.486004483,0.494384679,0.527905462
408,Dem. People's Republic of Korea,0.06939,0.07187,0.0734,0.07666,0.07959,0.08466,0.08956,0.09524,0.10206,0.10856,0.11169,0.11704,0.12162,0.12476,0.12979,0.12746,0.12209,0.12392,0.12329,0.11757,0.11224,0.09765,0.08948,0.08127,0.07577,0.06605,0.0636,0.05866,0.06375,0.06867,0.071,0.06782,0.06925,0.07077,0.07394,0.07509,0.0621,0.06906,0.06858,0.06433,0.04525,0.04551,0.046976818,0.048443636,0.049910453,0.051377271,0.052844089,0.054310907,0.055777724,0.057244542,0.058081212,0.058917882,0.059754552,0.060591221,0.063937901,0.064864817,0.065791733,0.06671865,0.067645566,0.071353231,0.072493702,0.073634174,0.074774645,0.075915116,0.080477001,0.081940368,0.083403735,0.084867102,0.086330469,0.092183937
356,India,0.19913,0.20417,0.20797,0.22605,0.23892,0.25447,0.26226,0.24735,0.27037,0.28393,0.31346,0.33782,0.3579,0.38559,0.41978,0.44503,0.4772,0.51484,0.55534,0.59057,0.62824,0.66479,0.69117,0.73088,0.78918,0.82543,0.86608,0.88564,0.95847,0.98146,1.00407,1.04126,1.06825,1.15361,1.21489,1.30179,1.40561,1.50668,1.70617,1.7702,1.84167,1.97088,2.038845,2.10681,2.174775,2.24274,2.310705,2.37867,2.446635,2.5146,2.5681175,2.621635,2.6751525,2.72867,2.94274,3.0066225,3.070505,3.1343875,3.19827,3.4538,3.5198475,3.585895,3.6519425,3.71799,3.98218,4.04920875,4.1162375,4.18326625,4.250295,4.51841
360,Indonesia,0.0255,0.029,0.03298,0.03657,0.03931,0.043,0.0538,0.06128,0.06651,0.07181,0.07857,0.08105,0.08095,0.08437,0.08808,0.10478,0.10816,0.10991,0.11928,0.14536,0.1557,0.1651,0.19685,0.18828,0.22022,0.23407,0.24391,0.23408,0.25275,0.27603,0.28208,0.29817,0.29833,0.33326,0.34189,0.35485,0.35357,0.35156,0.3853,0.4117,0.38933,0.4174,0.430853082,0.444306163,0.457759245,0.471212326,0.484665408,0.498118489,0.511571571,0.525024652,0.532698262,0.540371872,0.548045481,0.555719091,0.58641353,0.594914846,0.603416161,0.611917476,0.620418792,0.654424054,0.664884011,0.675343969,0.685803927,0.696263885,0.738103716,0.751525148,0.76494658,0.778368012,0.791789445,0.845475173
458,Malaysia,0.01382,0.01384,0.01361,0.01591,0.01689,0.01871,0.01896,0.02449,0.02938,0.02945,0.03199,0.0322,0.03793,0.03827,0.03844,0.04224,0.04249,0.04468,0.05027,0.0551,0.06831,0.07608,0.08245,0.08128,0.08824,0.09905,0.11524,0.10824,0.10736,0.1231,0.13049,0.13689,0.14665,0.15912,0.17417,0.1734,0.18896,0.19724,0.18223,0.19595,0.20137,0.20572,0.212350493,0.218980987,0.22561148,0.232241973,0.238872467,0.24550296,0.252133454,0.258763947,0.262545967,0.266327986,0.270110006,0.273892025,0.289020104,0.293210067,0.29740003,0.301589993,0.305779957,0.322539809,0.32769511,0.332850411,0.338005711,0.343161012,0.363782215,0.370397109,0.377012004,0.383626899,0.390241793,0.416701372
496,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116,0.0126,0.01335,0.0142,0.01346,0.01266,0.01442,0.0126,0.01163,0.01012,0.01005,0.0085,0.00833,0.00836,0.00843,0.00881,0.0088,0.0094,0.0091,0.00935,0.00948,0.01056,0.01111,0.01113,0.01167,0.01257,0.01302,0.01426,0.014719609,0.015179219,0.015638828,0.016098437,0.016558047,0.017017656,0.017477265,0.017936875,0.018199035,0.018461195,0.018723355,0.018985516,0.020034157,0.020324594,0.020615032,0.02090547,0.021195908,0.022357659,0.022715012,0.023072365,0.023429717,0.02378707,0.025216481,0.025675009,0.026133537,0.026592065,0.027050593,0.028884705
104,Myanmar,0.00467,0.00453,0.00358,0.0042,0.00419,0.00467,0.00484,0.00481,0.00494,0.00533,0.00529,0.0054,0.00527,0.00577,0.00614,0.00664,0.00473,0.00452,0.00444,0.00417,0.00422,0.00403,0.00516,0.00611,0.00679,0.00714,0.00733,0.00806,0.00898,0.01001,0.00862,0.00901,0.01104,0.012,0.01186,0.0122,0.01339,0.01156,0.00916,0.00851,0.00836,0.01095,0.011302926,0.011655852,0.012008777,0.012361703,0.012714629,0.013067555,0.013420481,0.013773407,0.013974715,0.014176023,0.014377331,0.014578639,0.015383872,0.015606894,0.015829916,0.016052938,0.01627596,0.017168048,0.017442453,0.017716858,0.017991263,0.018265667,0.019363286,0.019715382,0.020067477,0.020419573,0.020771668,0.022180051
524,Nepal,0.00019,0.00026,0.00039,0.00037,0.00032,0.00024,0.00029,0.00028,0.00045,0.00051,0.00044,0.00051,0.00071,0.00079,0.00054,0.00075,0.00071,0.00074,0.00057,0.00091,0.00113,0.00118,0.00129,0.00158,0.00177,0.00182,0.00209,0.0022,0.00306,0.0031,0.00331,0.00265,0.00287,0.00263,0.00304,0.00246,0.00253,0.00295,0.0034,0.00404,0.00434,0.00489,0.005047608,0.005205216,0.005362824,0.005520432,0.00567804,0.005835648,0.005993256,0.006150864,0.006240763,0.006330662,0.006420562,0.006510461,0.006870058,0.006969654,0.00706925,0.007168846,0.007268442,0.007666827,0.007789369,0.007911912,0.008034454,0.008156997,0.008647166,0.008804403,0.008961641,0.009118878,0.009276115,0.009905064
586,Pakistan,0.01707,0.01725,0.01819,0.02004,0.02128,0.02058,0.02209,0.02291,0.02527,0.02661,0.03004,0.03233,0.03493,0.03643,0.03999,0.04215,0.04899,0.05283,0.05711,0.06133,0.06206,0.06826,0.07364,0.07724,0.08201,0.08927,0.0923,0.09381,0.10175,0.10375,0.10429,0.10403,0.1072,0.11929,0.12327,0.13199,0.14388,0.13889,0.1389,0.13976,0.13929,0.14022,0.144739385,0.149258769,0.153778154,0.158297538,0.162816923,0.167336307,0.171855692,0.176375076,0.178952924,0.181530771,0.184108619,0.186686466,0.196997856,0.199853761,0.202709665,0.205565569,0.208421473,0.219845091,0.223358975,0.226872859,0.230386743,0.233900628,0.247956164,0.252464917,0.256973669,0.261482421,0.265991174,0.284026183
156,People's Republic of China,0.87623,0.93202,0.96844,0.98704,1.14434,1.18782,1.34358,1.49815,1.52229,1.50305,1.48371,1.54696,1.62915,1.76997,1.81604,1.90202,2.02584,2.16544,2.20814,2.42518,2.31897,2.42072,2.59852,2.73377,2.98032,3.06563,3.0252,3.05923,3.15222,3.34517,3.41629,3.63544,4.25637,4.97632,5.46748,6.04065,6.37879,6.59404,7.16937,7.96434,8.74574,9.18415,9.21847125,9.2527925,9.28711375,9.321435,9.35575625,9.3900775,9.42439875,9.45872,9.5141675,9.569615,9.6250625,9.68051,9.9023,9.93945,9.9766,10.01375,10.0509,10.1995,10.2027375,10.205975,10.2092125,10.21245,10.2254,10.1994125,10.173425,10.1474375,10.12145,10.0175
608,Philippines,0.02353,0.02309,0.02723,0.02661,0.0287,0.03065,0.03286,0.03309,0.03464,0.03332,0.03071,0.02989,0.0337,0.02427,0.02625,0.02622,0.03047,0.03355,0.03575,0.03896,0.04001,0.04541,0.04618,0.05195,0.05806,0.06132,0.06691,0.06635,0.06567,0.06796,0.06706,0.0685,0.06983,0.06928,0.07086,0.06853,0.06972,0.07336,0.06758,0.07803,0.07765,0.08311,0.085788691,0.088467382,0.091146073,0.093824764,0.096503455,0.099182146,0.101860837,0.104539528,0.106067447,0.107595367,0.109123287,0.110651207,0.116762886,0.118455613,0.12014834,0.121841067,0.123533794,0.130304703,0.132387423,0.134470142,0.136552861,0.138635581,0.146966459,0.149638848,0.152311237,0.154983626,0.157656015,0.168345572
702,Singapore,0.00704,0.00845,0.00942,0.00984,0.00972,0.01013,0.0108,0.01392,0.01372,0.01414,0.01485,0.0144,0.01629,0.01737,0.01705,0.01848,0.01907,0.02191,0.02153,0.03027,0.03507,0.04059,0.04996,0.06201,0.05115,0.05376,0.05624,0.0517,0.04761,0.05047,0.05659,0.05195,0.06194,0.07409,0.04582,0.05048,0.04255,0.06025,0.04889,0.05978,0.05939,0.05767,0.059528743,0.061387485,0.063246228,0.065104971,0.066963714,0.068822456,0.070681199,0.072539942,0.073600165,0.074660388,0.075720611,0.076780834,0.081021726,0.082196308,0.083370891,0.084545474,0.085720057,0.090418388,0.091863586,0.093308785,0.094753983,0.096199181,0.101979974,0.103834344,0.105688714,0.107543084,0.109397454,0.116814934
144,Sri Lanka,0.00289,0.00355,0.00369,0.00299,0.00287,0.00279,0.003,0.00343,0.00376,0.00381,0.00389,0.00437,0.0045,0.00392,0.00356,0.00361,0.00406,0.00389,0.00376,0.00388,0.00409,0.00414,0.00528,0.0054,0.00581,0.00742,0.00776,0.00811,0.00889,0.01043,0.01012,0.01085,0.01211,0.01206,0.01225,0.01187,0.01248,0.01217,0.01171,0.01239,0.01491,0.01621,0.016732459,0.017254918,0.017777377,0.018299837,0.018822296,0.019344755,0.019867214,0.020389673,0.020687683,0.020985692,0.021283702,0.021581712,0.02277375,0.023103904,0.023434058,0.023764212,0.024094367,0.025414983,0.025821202,0.026227422,0.026633641,0.02703986,0.028664737,0.029185967,0.029707197,0.030228427,0.030749657,0.032834577
764,Thailand,0.01731,0.01908,0.02226,0.02174,0.02183,0.02488,0.0276,0.03077,0.03227,0.03432,0.03289,0.03165,0.03457,0.03805,0.04073,0.04153,0.04809,0.0581,0.06553,0.08119,0.08962,0.09801,0.10953,0.12584,0.14092,0.15877,0.16223,0.14901,0.15502,0.15531,0.16276,0.18047,0.19287,0.20861,0.21519,0.21661,0.22174,0.22655,0.21886,0.23786,0.24499,0.25831,0.266635504,0.274961009,0.283286513,0.291612017,0.299937521,0.308263026,0.31658853,0.324914034,0.329662885,0.334411735,0.339160585,0.343909436,0.362904837,0.368165917,0.373426997,0.378688077,0.383949157,0.404993477,0.411466672,0.417939868,0.424413063,0.430886258,0.456779039,0.465084957,0.473390875,0.481696793,0.490002711,0.523226382
704,Vietnam,0.01614,0.01573,0.01738,0.01428,0.01671,0.01162,0.01265,0.0133,0.01406,0.01479,0.01496,0.0163,0.01732,0.0172,0.01714,0.01898,0.02143,0.02072,0.01748,0.0172,0.0169,0.01828,0.02099,0.02321,0.02779,0.03116,0.03628,0.04001,0.04045,0.04396,0.04875,0.05683,0.06072,0.07336,0.07967,0.08204,0.09124,0.1018,0.11379,0.1296,0.13447,0.14306,0.14767092,0.152281839,0.156892759,0.161503678,0.166114598,0.170725518,0.175336437,0.179947357,0.182577416,0.185207475,0.187837534,0.190467593,0.200987828,0.203901576,0.206815323,0.209729071,0.212642818,0.224297808,0.227882862,0.231467916,0.23505297,0.238638024,0.252978241,0.257578313,0.262178385,0.266778457,0.271378529,0.289778817
51,Armenia,0.013627366,0.014267754,0.015543872,0.01639617,0.017036558,0.018100767,0.018953065,0.019800706,0.020441093,0.020788605,0.021225143,0.021838662,0.022537446,0.022852983,0.023104301,0.024074735,0.024387674,0.024753457,0.025471318,0.026350396,0.02473635,0.021265,0.01916605,0.01645788,0.015537065,0.015017411,0.01524795,0.014789379,0.015523362,0.016895852,0.02052,0.02159,0.01073,0.00502,0.00276,0.00342,0.0025,0.00318,0.00331,0.00296,0.0034,0.00344,0.003505429,0.003570858,0.003636287,0.003701717,0.003767146,0.003832575,0.003898004,0.003963433,0.003979561,0.003995689,0.004011818,0.004027946,0.004092458,0.004108179,0.004123901,0.004139622,0.004155343,0.004218228,0.004236784,0.00425534,0.004273896,0.004292452,0.004366677,0.004384486,0.004402295,0.004420105,0.004437914,0.004509151
31,Azerbaijan,0.037641281,0.03941015,0.042935023,0.045289227,0.047058096,0.049997634,0.052351838,0.054693177,0.056462046,0.057421935,0.058627735,0.060322385,0.062252555,0.063124125,0.063818313,0.06649883,0.067363226,0.068373584,0.070356448,0.072784623,0.068326331,0.058737825,0.052940141,0.045459682,0.042916221,0.04148084,0.042117633,0.040850974,0.04287837,0.046669439,0.05668,0.05595,0.04724,0.04278,0.03879,0.03577,0.03058,0.02929,0.03082,0.02791,0.02896,0.02797,0.028501992,0.029033984,0.029565977,0.030097969,0.030629961,0.031161953,0.031693945,0.032225938,0.032357072,0.032488207,0.032619342,0.032750477,0.033275016,0.033402843,0.033530669,0.033658496,0.033786322,0.034297628,0.034448504,0.03459938,0.034750256,0.034901132,0.035504635,0.03564944,0.035794245,0.035939049,0.036083854,0.036663072
112,Belarus,0.084447165,0.088415573,0.096323528,0.101605118,0.105573526,0.112168298,0.117449889,0.122702618,0.126671026,0.128824511,0.131529689,0.13533159,0.139661872,0.141617215,0.143174607,0.149188272,0.151127519,0.153394229,0.157842731,0.163290273,0.15328822,0.131776674,0.118769731,0.101987528,0.096281346,0.093061108,0.094489735,0.091648022,0.096196428,0.104701586,0.12716,0.12528,0.10081,0.08443,0.0719,0.06301,0.0642,0.06257,0.06,0.05857,0.05945,0.05884,0.059959143,0.061078285,0.062197428,0.063316571,0.064435713,0.065554856,0.066673999,0.067793142,0.068069008,0.068344874,0.06862074,0.068896606,0.07000007,0.070268976,0.070537882,0.070806789,0.071075695,0.07215132,0.072468715,0.07278611,0.073103505,0.073420901,0.074690481,0.074995104,0.075299726,0.075604349,0.075908972,0.077127463
268,Georgia,0.020148844,0.021095694,0.022982509,0.024242681,0.025189531,0.026763024,0.028023196,0.029276482,0.030223332,0.030737147,0.031382595,0.032289717,0.03332291,0.033789449,0.034161038,0.03559588,0.036058579,0.036599409,0.037660809,0.038960576,0.036574116,0.031441525,0.028338107,0.024333923,0.022972445,0.022204105,0.022544971,0.021866947,0.022952183,0.024981489,0.03034,0.02387,0.01941,0.01558,0.01036,0.00719,0.00614,0.0053,0.00481,0.00412,0.0044,0.00356,0.003627712,0.003695423,0.003763135,0.003830846,0.003898558,0.003966269,0.004033981,0.004101692,0.004118383,0.004135074,0.004151765,0.004168455,0.004235218,0.004251488,0.004267758,0.004284027,0.004300297,0.004365376,0.004384579,0.004403782,0.004422986,0.004442189,0.004519003,0.004537433,0.004555864,0.004574294,0.004592725,0.004666447
398,Kazakhstan,0.159955523,0.167472279,0.182451124,0.192455243,0.199972,0.212463482,0.222467601,0.232417053,0.239933809,0.244012832,0.249136842,0.25633821,0.264540411,0.268244121,0.271194054,0.282584831,0.286258054,0.290551541,0.298977667,0.309296124,0.290350744,0.249604668,0.22496758,0.193179585,0.182371226,0.176271615,0.178977647,0.173595019,0.182210378,0.198320416,0.24086,0.24652,0.25627,0.21892,0.1937,0.17115,0.1493,0.1294,0.12933,0.11807,0.11634,0.11554,0.117737582,0.119935165,0.122132747,0.12433033,0.126527912,0.128725494,0.130923077,0.133120659,0.133662358,0.134204057,0.134745756,0.135287455,0.13745425,0.137982283,0.138510315,0.139038348,0.13956638,0.14167851,0.142301757,0.142925003,0.14354825,0.144171496,0.146664483,0.147262649,0.147860816,0.148458982,0.149057149,0.151449815
417,Kyrgyzstan,0.014909082,0.015609701,0.017005845,0.017938305,0.018638925,0.019803227,0.020735687,0.021663053,0.022363672,0.022743868,0.023221465,0.023892688,0.024657196,0.02500241,0.025277367,0.026339074,0.026681447,0.027081633,0.027867013,0.028828772,0.027062917,0.02326507,0.020968704,0.01800582,0.016998397,0.016429867,0.01668209,0.016180388,0.016983405,0.018484984,0.02245,0.02015,0.01314,0.00968,0.00628,0.00443,0.00548,0.00539,0.00569,0.0046,0.00443,0.00376,0.003831516,0.003903031,0.003974547,0.004046062,0.004117578,0.004189093,0.004260609,0.004332125,0.004349753,0.004367381,0.00438501,0.004402638,0.004473152,0.004490336,0.004507519,0.004524703,0.004541887,0.004610621,0.004630904,0.004651186,0.004671468,0.00469175,0.004772879,0.004792345,0.004811811,0.004831277,0.004850743,0.004928607
428,Latvia,0.01241206,0.012995337,0.01415765,0.014933939,0.015517216,0.016486517,0.017262806,0.018034853,0.01861813,0.01893465,0.019332258,0.019891062,0.020527527,0.020814924,0.02104383,0.021927719,0.02221275,0.022545912,0.023199753,0.024000434,0.02253033,0.01936856,0.017456797,0.014990146,0.01415145,0.013678139,0.013888118,0.013470443,0.014138969,0.015389058,0.01869,0.01708,0.01383,0.01172,0.01028,0.0091,0.00887,0.00842,0.00804,0.00705,0.00674,0.00711,0.007245233,0.007380466,0.007515699,0.007650932,0.007786165,0.007921397,0.00805663,0.008191863,0.008225198,0.008258532,0.008291867,0.008325202,0.00845854,0.008491034,0.008523527,0.008556021,0.008588514,0.008718489,0.008756842,0.008795195,0.008833547,0.0088719,0.009025311,0.009062121,0.00909893,0.00913574,0.009172549,0.009319787
440,Lithuania,0.022267328,0.023313732,0.02539893,0.026791598,0.027838002,0.029576935,0.030969603,0.032354662,0.033401065,0.033968904,0.034682215,0.035684714,0.036826538,0.03734213,0.037752788,0.039338493,0.03984984,0.040447535,0.041620531,0.043056959,0.040419582,0.034747341,0.031317624,0.026892433,0.025387807,0.024538683,0.024915389,0.024166076,0.025365415,0.027608086,0.03353,0.03627,0.0199,0.01616,0.01543,0.01441,0.01517,0.01474,0.01539,0.01294,0.01084,0.01261,0.012849843,0.013089687,0.01332953,0.013569374,0.013809217,0.014049061,0.014288904,0.014528748,0.014587869,0.014646989,0.01470611,0.014765231,0.015001714,0.015059344,0.015116973,0.015174602,0.015232232,0.015462749,0.01553077,0.015598791,0.015666812,0.015734833,0.016006916,0.0160722,0.016137484,0.016202768,0.016268051,0.016529186
498,Republic of Moldova,0.020082434,0.021026163,0.022906759,0.024162777,0.025106507,0.026674814,0.027930832,0.029179987,0.030123717,0.030635838,0.031279158,0.032183291,0.033213078,0.03367808,0.034048444,0.035478557,0.035939731,0.036478779,0.03753668,0.038832163,0.036453568,0.031337894,0.028244705,0.024253719,0.022896728,0.022130921,0.022470664,0.021794874,0.022876533,0.02489915,0.03024,0.02438,0.01978,0.01713,0.01387,0.01207,0.01038,0.00944,0.00861,0.00719,0.00656,0.00688,0.007010858,0.007141717,0.007272575,0.007403433,0.007534291,0.00766515,0.007796008,0.007926866,0.007959123,0.007991379,0.008023635,0.008055891,0.008184916,0.008216359,0.008247801,0.008279244,0.008310686,0.008436456,0.008473568,0.00851068,0.008547793,0.008584905,0.008733353,0.008768972,0.008804591,0.008840209,0.008875828,0.009018303
643,Russian Federation,1.552164932,1.625105493,1.770456138,1.867533393,1.940473954,2.061687904,2.158765159,2.255311938,2.328252499,2.36783423,2.417556229,2.487436346,2.56702827,2.602968074,2.631593418,2.742126422,2.777770383,2.819433215,2.901198053,3.00132555,2.817484733,2.422095886,2.183024272,1.874562211,1.769680825,1.710491856,1.736750457,1.684518895,1.768119999,1.924447433,2.33724,2.28119,2.0503,1.91482,1.68536,1.62038,1.60568,1.51822,1.48383,1.52069,1.54515,1.54409,1.55607875,1.5680675,1.58005625,1.592045,1.60403375,1.6160225,1.62801125,1.64,1.64212875,1.6442575,1.64638625,1.648515,1.65703,1.66013375,1.6632375,1.66634125,1.669445,1.68186,1.68445625,1.6870525,1.68964875,1.692245,1.70263,1.704135,1.70564,1.707145,1.70865,1.71467
762,Tajikistan,0.007418015,0.007766609,0.00846126,0.008925206,0.009273799,0.009853098,0.010317044,0.010778454,0.011127047,0.011316214,0.011553843,0.01188781,0.012268191,0.012439952,0.012576757,0.013105009,0.013275357,0.013474469,0.013865235,0.014343759,0.013465157,0.011575538,0.010432981,0.008958798,0.008457555,0.008174682,0.008300176,0.008050554,0.008450095,0.009197206,0.01117,0.01021,0.00746,0.005,0.00292,0.00244,0.00222,0.00248,0.00274,0.00251,0.00217,0.00211,0.002150132,0.002190265,0.002230397,0.00227053,0.002310662,0.002350794,0.002390927,0.002431059,0.002440952,0.002450844,0.002460737,0.002470629,0.0025102,0.002519843,0.002529486,0.002539129,0.002548772,0.002587343,0.002598725,0.002610107,0.002621489,0.00263287,0.002678398,0.002689321,0.002700245,0.002711169,0.002722093,0.002765788
795,Turkmenistan,0.030555317,0.031991196,0.034852513,0.036763538,0.038199418,0.040585588,0.042496614,0.044397196,0.045833076,0.046612266,0.047591074,0.048966707,0.050533523,0.05124102,0.051804527,0.053980437,0.05468211,0.055502269,0.057111859,0.059082931,0.055463912,0.04768044,0.042974169,0.036901905,0.03483725,0.033672079,0.034188996,0.033160786,0.034806524,0.037883926,0.04601,0.03963,0.02908,0.02715,0.03349,0.03413,0.03056,0.03056,0.03195,0.0376,0.03747,0.03803,0.038753334,0.039476669,0.040200003,0.040923338,0.041646672,0.042370006,0.043093341,0.043816675,0.043994976,0.044173276,0.044351576,0.044529876,0.045243077,0.045416879,0.045590681,0.045764483,0.045938285,0.046633493,0.046838634,0.047043776,0.047248918,0.047454059,0.048274626,0.048471512,0.048668399,0.048865286,0.049062172,0.049849718
804,Ukraine,0.464897717,0.486744557,0.530279353,0.559355512,0.581202353,0.61750783,0.646583989,0.675501262,0.697348103,0.709203451,0.724095969,0.745026159,0.768865187,0.779629722,0.788203461,0.821309827,0.831985752,0.844464423,0.868954273,0.898944027,0.843880822,0.725455667,0.653849973,0.561460753,0.530047135,0.512319111,0.520183973,0.504539802,0.529579643,0.576402159,0.70004,0.69468,0.59919,0.52064,0.43369,0.42834,0.36495,0.34928,0.3335,0.33092,0.32575,0.32584,0.332037509,0.338235019,0.344432528,0.350630038,0.356827547,0.363025057,0.369222566,0.375420076,0.376947747,0.378475419,0.38000309,0.381530762,0.387641447,0.389130578,0.390619708,0.392108838,0.393597969,0.39955449,0.401312138,0.403069786,0.404827434,0.406585082,0.413615674,0.415302593,0.416989511,0.41867643,0.420363349,0.427111023
860,Uzbekistan,0.080077377,0.083840436,0.091339187,0.096347477,0.100110536,0.106364057,0.111372346,0.116353269,0.120116328,0.12215838,0.124723576,0.128328744,0.132434953,0.134289115,0.135765918,0.1414684,0.1433073,0.145456717,0.149675027,0.154840682,0.145356193,0.12495778,0.112623893,0.096710099,0.091299188,0.088245584,0.089600285,0.086905619,0.091218664,0.099283716,0.12058,0.12486,0.11512,0.11831,0.11624,0.10482,0.10777,0.10971,0.12136,0.12458,0.1239,0.12466,0.127031046,0.129402091,0.131773137,0.134144183,0.136515228,0.138886274,0.14125732,0.143628366,0.144212823,0.14479728,0.145381737,0.145966194,0.148304023,0.148873735,0.149443447,0.150013159,0.150582871,0.152861719,0.153534161,0.154206603,0.154879045,0.155551486,0.158241253,0.158886635,0.159532017,0.160177399,0.160822781,0.163404309
8,Albania,0.00412,0.0048,0.0042,0.00443,0.00479,0.00526,0.00557,0.00651,0.00565,0.00798,0.00686,0.00691,0.00743,0.00797,0.00746,0.00758,0.00754,0.00787,0.00781,0.00654,0.00418,0.00231,0.0021,0.00226,0.00189,0.0019,0.00145,0.00169,0.00297,0.00304,0.00319,0.0037,0.00377,0.00411,0.00414,0.00365,0.00366,0.00374,0.00352,0.00388,0.00422,0.00382,0.003892657,0.003965314,0.00403797,0.004110627,0.004183284,0.004255941,0.004328597,0.004401254,0.004419164,0.004437074,0.004454983,0.004472893,0.004544532,0.00456199,0.004579448,0.004596906,0.004614364,0.004684195,0.004704801,0.004725407,0.004746013,0.004766619,0.004849042,0.004868819,0.004888595,0.004908372,0.004928149,0.005007255
