numcode,country,GDP1971,GDP1972,GDP1973,GDP1974,GDP1975,GDP1976,GDP1977,GDP1978,GDP1979,GDP1980,GDP1981,GDP1982,GDP1983,GDP1984,GDP1985,GDP1986,GDP1987,GDP1988,GDP1989,GDP1990,GDP1991,GDP1992,GDP1993,GDP1994,GDP1995,GDP1996,GDP1997,GDP1998,GDP1999,GDP2000,GDP2001,GDP2002,GDP2003,GDP2004,GDP2005,GDP2006,GDP2007,GDP2008,GDP2009,GDP2010,GDP2011,GDP2012,GDP2013,GDP2014,GDP2015,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,GDP2021,GDP2022,GDP2023,GDP2024,GDP2025,GDP2026,GDP2027,GDP2028,GDP2029,GDP2030,GDP2031,GDP2032,GDP2033,GDP2034,GDP2035,GDP2036,GDP2037,GDP2038,GDP2039,GDP2040
458,Malaysia,0.0459,0.05021,0.05609,0.06075,0.06124,0.06832,0.07362,0.07851,0.08585,0.09224,0.09865,0.10451,0.11104,0.11966,0.11832,0.11968,0.12613,0.13866,0.15122,0.16485,0.18058,0.19663,0.21608,0.23599,0.25919,0.28511,0.30599,0.28347,0.30087,0.32752,0.32922,0.34697,0.36705,0.39195,0.41285,0.4359,0.46336,0.48575,0.4784,0.51392,0.54027,0.57074,0.544352478,0.517964955,0.550114801,0.582264646,0.614414491,0.646564336,0.678714182,0.710864027,0.743013872,0.791227682,0.839441493,0.887655303,0.935869114,0.984082924,1.032296734,1.080510545,1.128724355,1.176938166,1.225151976,1.273365787,1.321579597,1.369793407,1.418007218,1.466221028,1.514434839,1.562648649,1.610862459,1.65907627
496,Mongolia,,,,,,,,,,,,,,,0.00698,0.00764,0.0079,0.00831,0.00865,0.00838,0.00765,0.00694,0.00672,0.00687,0.0073,0.00747,0.00776,0.00802,0.00826,0.00836,0.0086,0.00901,0.00964,0.01067,0.01144,0.01242,0.01369,0.01491,0.01472,0.01566,0.0184,0.02066,0.019704808,0.018749616,0.019913396,0.021077176,0.022240956,0.023404736,0.024568516,0.025732296,0.026896076,0.02864135,0.030386623,0.032131896,0.03387717,0.035622443,0.037367717,0.03911299,0.040858263,0.042603537,0.04434881,0.046094083,0.047839357,0.04958463,0.051329903,0.053075177,0.05482045,0.056565724,0.058310997,0.06005627
104,Myanmar,0.00784,0.00803,0.00795,0.00837,0.00872,0.00925,0.0098,0.01044,0.01098,0.01186,0.01261,0.01332,0.0139,0.01459,0.015,0.01484,0.01425,0.01263,0.0131,0.01347,0.01338,0.01467,0.01556,0.01672,0.01788,0.01904,0.02011,0.02129,0.02362,0.02687,0.02992,0.03351,0.03815,0.04336,0.04921,0.05565,0.06233,0.06872,0.07599,0.08391,0.08849,0.09378,0.089444187,0.085108374,0.090391012,0.095673649,0.100956287,0.106238924,0.111521561,0.116804199,0.122086836,0.130008992,0.137931148,0.145853303,0.153775459,0.161697615,0.16961977,0.177541926,0.185464082,0.193386237,0.201308393,0.209230549,0.217152705,0.22507486,0.232997016,0.240919172,0.248841327,0.256763483,0.264685639,0.272607794
524,Nepal,0.0102,0.01052,0.01047,0.01113,0.0113,0.01179,0.01215,0.01268,0.01299,0.01268,0.01374,0.01426,0.01384,0.01518,0.01611,0.01684,0.01713,0.01845,0.01925,0.02014,0.02142,0.0223,0.02316,0.02506,0.02593,0.02731,0.02869,0.02956,0.03086,0.03278,0.03435,0.03439,0.03575,0.03742,0.03872,0.04003,0.04139,0.04392,0.04591,0.04812,0.04977,0.05218,0.049767516,0.047355033,0.050294338,0.053233643,0.056172948,0.059112253,0.062051558,0.064990863,0.067930168,0.072338123,0.076746079,0.081154035,0.08556199,0.089969946,0.094377902,0.098785857,0.103193813,0.107601769,0.112009724,0.11641768,0.120825636,0.125233591,0.129641547,0.134049503,0.138457459,0.142865414,0.14727337,0.151681326
586,Pakistan,0.10137,0.10219,0.10941,0.11328,0.11806,0.12414,0.12904,0.13943,0.14467,0.15945,0.17208,0.18333,0.19575,0.20567,0.22128,0.23346,0.24852,0.26747,0.28074,0.29326,0.3081,0.33184,0.33767,0.35029,0.36768,0.3855,0.38941,0.39934,0.41396,0.43159,0.44015,0.45434,0.47636,0.51146,0.55067,0.58469,0.61295,0.62338,0.64103,0.65133,0.66947,0.69636,0.664164578,0.631969156,0.67119519,0.710421223,0.749647256,0.788873289,0.828099323,0.867325356,0.906551389,0.96537707,1.024202751,1.083028431,1.141854112,1.200679793,1.259505474,1.318331154,1.377156835,1.435982516,1.494808197,1.553633877,1.612459558,1.671285239,1.730110919,1.7889366,1.847762281,1.906587962,1.965413642,2.024239323
156,People's Republic of China,0.39552,0.41276,0.44694,0.45727,0.49366,0.49313,0.5326,0.59306,0.64044,0.69189,0.73078,0.79247,0.87488,1.00341,1.12691,1.22821,1.37257,1.52435,1.5845,1.64475,1.79127,2.03408,2.30683,2.59747,2.8658,3.14218,3.42663,3.66727,3.93666,4.26595,4.60438,5.00825,5.49473,6.04671,6.72093,7.5604,8.6134,9.41912,10.252,11.308,12.3462,13.2893,14.04535,14.8014,16.00742857,17.21345714,18.41948571,19.62551429,20.83154286,22.03757143,23.2436,24.65387368,26.06414737,27.47442105,28.88469474,30.29496842,31.70524211,33.11551579,34.52578947,35.93606316,37.34633684,38.75661053,40.16688421,41.57715789,42.98743158,44.39770526,45.80797895,47.21825263,48.62852632,50.0388
608,Philippines,0.11116,0.11722,0.12768,0.13222,0.13958,0.15187,0.16038,0.16867,0.17818,0.18736,0.19377,0.20079,0.20455,0.18957,0.17572,0.18172,0.18956,0.20236,0.21491,0.22144,0.22016,0.2209,0.22558,0.23548,0.24649,0.2609,0.27443,0.27285,0.28126,0.29366,0.30216,0.31318,0.32875,0.35076,0.36752,0.38679,0.41238,0.42951,0.43444,0.4676,0.48461,0.51764,0.493707496,0.469774993,0.498933709,0.528092426,0.557251143,0.586409859,0.615568576,0.644727292,0.673886009,0.717614146,0.761342283,0.805070419,0.848798556,0.892526693,0.93625483,0.979982967,1.023711104,1.06743924,1.111167377,1.154895514,1.198623651,1.242351788,1.286079925,1.329808062,1.373536198,1.417264335,1.460992472,1.504720609
702,Singapore,0.02057,0.02335,0.02594,0.02762,0.0289,0.03104,0.03336,0.03626,0.03966,0.04365,0.04833,0.0518,0.05624,0.0612,0.0608,0.06159,0.06822,0.07578,0.08353,0.09197,0.09793,0.10482,0.11685,0.12921,0.13861,0.14918,0.16187,0.15836,0.16817,0.18338,0.18127,0.18888,0.19753,0.21563,0.23152,0.25148,0.27416,0.27896,0.27676,0.31767,0.33406,0.33847,0.32282122,0.30717244,0.326238491,0.345304543,0.364370594,0.383436645,0.402502697,0.421568748,0.440634799,0.469227378,0.497819957,0.526412535,0.555005114,0.583597693,0.612190272,0.640782851,0.669375429,0.697968008,0.726560587,0.755153166,0.783745744,0.812338323,0.840930902,0.869523481,0.89811606,0.926708638,0.955301217,0.983893796
144,Sri Lanka,0.02213,0.02204,0.02359,0.0245,0.026,0.02687,0.02824,0.02984,0.03175,0.0336,0.03552,0.03699,0.03877,0.04075,0.04278,0.04465,0.04542,0.04654,0.04761,0.05066,0.05299,0.05532,0.05914,0.06245,0.06588,0.06839,0.07277,0.07619,0.07946,0.08423,0.08293,0.08622,0.09134,0.09631,0.10232,0.11017,0.11766,0.12466,0.12907,0.13941,0.15091,0.16059,0.153165302,0.145740604,0.154786656,0.163832707,0.172878759,0.181924811,0.190970863,0.200016915,0.209062967,0.222628962,0.236194956,0.249760951,0.263326946,0.27689294,0.290458935,0.30402493,0.317590924,0.331156919,0.344722914,0.358288909,0.371854903,0.385420898,0.398986893,0.412552887,0.426118882,0.439684877,0.453250871,0.466816866
764,Thailand,0.08154,0.08503,0.09373,0.09792,0.10279,0.11237,0.12344,0.13614,0.14346,0.15088,0.15979,0.16834,0.17774,0.18797,0.1967,0.20759,0.22735,0.25756,0.28896,0.32123,0.34872,0.37691,0.40801,0.44467,0.48575,0.51442,0.50736,0.45404,0.47423,0.49676,0.50752,0.53451,0.57268,0.60901,0.63705,0.66949,0.70327,0.72074,0.70394,0.75893,0.75951,0.80881,0.771415579,0.734021158,0.779581511,0.825141865,0.870702219,0.916262573,0.961822927,1.00738328,1.052943634,1.121268637,1.18959364,1.257918642,1.326243645,1.394568647,1.46289365,1.531218653,1.599543655,1.667868658,1.736193661,1.804518663,1.872843666,1.941168668,2.009493671,2.077818674,2.146143676,2.214468679,2.282793682,2.351118684
704,Vietnam,0.04748,0.04292,0.04344,0.04597,0.04798,0.05101,0.05203,0.05354,0.05253,0.05069,0.05363,0.05803,0.06215,0.06737,0.06994,0.07189,0.07446,0.07829,0.08405,0.08834,0.0936,0.1017,0.10991,0.11962,0.13103,0.14327,0.15495,0.16388,0.17171,0.18336,0.19472,0.20702,0.22131,0.23799,0.25595,0.27381,0.29333,0.30993,0.32666,0.34765,0.36934,0.38872,0.370747968,0.352775935,0.374672575,0.396569214,0.418465853,0.440362492,0.462259131,0.484155771,0.50605241,0.538889906,0.571727401,0.604564897,0.637402393,0.670239889,0.703077385,0.735914881,0.768752377,0.801589872,0.834427368,0.867264864,0.90010236,0.932939856,0.965777352,0.998614848,1.031452343,1.064289839,1.097127335,1.129964831
51,Armenia,0.006102486,0.006389259,0.006960719,0.007342387,0.00762916,0.008105724,0.008487393,0.008866976,0.009153749,0.009309368,0.009504855,0.009779595,0.010092518,0.010233819,0.010346363,0.010780934,0.010921071,0.011084873,0.011406339,0.0118,0.01042,0.00607,0.00553,0.00583,0.00623,0.0066,0.00682,0.00732,0.00756,0.008,0.00877,0.00992,0.01132,0.0125,0.01424,0.01611,0.01833,0.01959,0.01682,0.01719,0.018,0.0193,0.009731784,0.000163569,0.000173798,0.000184027,0.000194256,0.000204485,0.000214714,0.000224943,0.000235172,0.000251794,0.000268417,0.000285039,0.000301661,0.000318283,0.000334905,0.000351527,0.000368149,0.000384771,0.000401393,0.000418015,0.000434638,0.00045126,0.000467882,0.000484504,0.000501126,0.000517748,0.00053437,0.000550992
31,Azerbaijan,0.028097292,0.029417662,0.0320488,0.033806093,0.035126463,0.037320678,0.03907797,0.04082566,0.042146031,0.042862539,0.043762607,0.045027577,0.04646835,0.047118932,0.047637108,0.049637977,0.050283204,0.051037385,0.052517492,0.05433,0.05395,0.04176,0.03211,0.02578,0.02274,0.02304,0.02437,0.02681,0.0288,0.03199,0.03516,0.03889,0.04324,0.04765,0.06023,0.08101,0.1013,0.11222,0.12278,0.12874,0.12882,0.13165,0.066382871,0.001115741,0.001185517,0.001255292,0.001325067,0.001394842,0.001464617,0.001534393,0.001604168,0.001717551,0.001830935,0.001944318,0.002057701,0.002171085,0.002284468,0.002397851,0.002511235,0.002624618,0.002738002,0.002851385,0.002964768,0.003078152,0.003191535,0.003304918,0.003418302,0.003531685,0.003645068,0.003758452
112,Belarus,0.037964701,0.039748768,0.043303928,0.045678359,0.047462426,0.050427222,0.052801653,0.055163109,0.056947177,0.057915314,0.059131474,0.060840685,0.062787439,0.063666498,0.064366651,0.067070199,0.067942021,0.06896106,0.070960962,0.07341,0.07253,0.06557,0.06059,0.0535,0.04793,0.04928,0.05489,0.05951,0.06153,0.0651,0.06817,0.07161,0.07666,0.08543,0.0935,0.10285,0.11174,0.12319,0.12339,0.13289,0.1402,0.14231,0.071758043,0.001206086,0.001281511,0.001356936,0.001432361,0.001507786,0.001583211,0.001658636,0.001734061,0.001856625,0.00197919,0.002101754,0.002224318,0.002346882,0.002469447,0.002592011,0.002714575,0.002837139,0.002959704,0.003082268,0.003204832,0.003327397,0.003449961,0.003572525,0.003695089,0.003817654,0.003940218,0.004062782
268,Georgia,0.017790297,0.018626313,0.020292264,0.021404925,0.022240941,0.023630247,0.024742908,0.025849489,0.026685504,0.027139174,0.027709068,0.028510006,0.029422257,0.029834185,0.030162277,0.031429163,0.0318377,0.032315222,0.033252378,0.0344,0.02714,0.01496,0.01057,0.00947,0.00972,0.01081,0.01195,0.01232,0.01267,0.0129,0.01352,0.01426,0.01584,0.01677,0.01838,0.0201,0.02258,0.02311,0.02223,0.02363,0.02527,0.02678,0.013503481,0.000226962,0.000241156,0.000255349,0.000269543,0.000283736,0.00029793,0.000312123,0.000326317,0.000349381,0.000372445,0.00039551,0.000418574,0.000441638,0.000464702,0.000487767,0.000510831,0.000533895,0.000556959,0.000580023,0.000603088,0.000626152,0.000649216,0.00067228,0.000695345,0.000718409,0.000741473,0.000764537
398,Kazakhstan,0.095927972,0.100435895,0.109418956,0.115418592,0.119926515,0.127417863,0.133417499,0.13938435,0.143892273,0.146338531,0.149411484,0.153730264,0.158649259,0.160870435,0.162639559,0.169470796,0.171673689,0.174248564,0.179301851,0.18549,0.16508,0.15633,0.14195,0.12407,0.11389,0.11446,0.11641,0.1142,0.11728,0.12877,0.14616,0.16048,0.1754,0.19224,0.21089,0.23346,0.25423,0.26262,0.26578,0.28518,0.30657,0.32189,0.162309018,0.002728037,0.00289864,0.003069243,0.003239847,0.00341045,0.003581054,0.003751657,0.00392226,0.004199488,0.004476715,0.004753942,0.00503117,0.005308397,0.005585624,0.005862851,0.006140079,0.006417306,0.006694533,0.006971761,0.007248988,0.007526215,0.007803442,0.00808067,0.008357897,0.008635124,0.008912352,0.009189579
417,Kyrgyzstan,0.007033373,0.007363891,0.008022523,0.008462412,0.00879293,0.009342191,0.00978208,0.010219565,0.010550083,0.010729441,0.010954748,0.011271398,0.011632055,0.01179491,0.011924621,0.012425483,0.012586998,0.012775786,0.013146289,0.0136,0.01253,0.01079,0.00912,0.00729,0.0069,0.00738,0.00812,0.00829,0.00859,0.00906,0.00954,0.00954,0.01021,0.01093,0.01091,0.01125,0.01221,0.01323,0.01361,0.01355,0.01436,0.01423,0.0071753,0.0001206,0.000128142,0.000135684,0.000143226,0.000150768,0.00015831,0.000165852,0.000173394,0.000185649,0.000197905,0.000210161,0.000222416,0.000234672,0.000246927,0.000259183,0.000271438,0.000283694,0.00029595,0.000308205,0.000320461,0.000332716,0.000344972,0.000357227,0.000369483,0.000381739,0.000393994,0.00040625
428,Latvia,0.013921942,0.014576173,0.015879877,0.016750598,0.017404829,0.018492042,0.019362764,0.020228728,0.020882959,0.021237982,0.021683957,0.022310737,0.023024627,0.023346984,0.023603736,0.024595147,0.024914851,0.02528854,0.026021919,0.02692,0.02353,0.01597,0.01518,0.01551,0.01536,0.01595,0.01727,0.01808,0.01893,0.02024,0.02187,0.02328,0.02496,0.02712,0.03,0.03367,0.03703,0.03546,0.02909,0.02899,0.03053,0.03205,0.016160813,0.000271626,0.000288612,0.000305599,0.000322586,0.000339572,0.000356559,0.000373546,0.000390532,0.000418135,0.000445738,0.000473341,0.000500944,0.000528547,0.00055615,0.000583753,0.000611356,0.000638959,0.000666562,0.000694165,0.000721768,0.000749372,0.000776975,0.000804578,0.000832181,0.000859784,0.000887387,0.00091499
440,Lithuania,0.023903126,0.025026401,0.027264781,0.028759757,0.029883032,0.03174971,0.033244686,0.034731493,0.035854768,0.036464321,0.037230033,0.038306177,0.039531882,0.04008535,0.040526176,0.042228369,0.042777281,0.043418883,0.04467805,0.04622,0.0436,0.03433,0.02876,0.02595,0.0268,0.02819,0.0303,0.03261,0.03226,0.03331,0.03555,0.03799,0.04189,0.04497,0.04847,0.05228,0.05742,0.0591,0.05039,0.05106,0.05412,0.05613,0.028302853,0.000475705,0.000505454,0.000535203,0.000564953,0.000594702,0.000624451,0.0006542,0.000683949,0.000732291,0.000780633,0.000828975,0.000877317,0.000925659,0.000974001,0.001022343,0.001070684,0.001119026,0.001167368,0.00121571,0.001264052,0.001312394,0.001360736,0.001409078,0.001457419,0.001505761,0.001554103,0.001602445
498,Republic of Moldova,0.010974131,0.011489836,0.012517496,0.013203852,0.013719557,0.014576565,0.015262922,0.015945528,0.016461233,0.016741084,0.017092629,0.017586696,0.018149427,0.018403529,0.018605916,0.019387408,0.019639418,0.019933983,0.020512078,0.02122,0.01782,0.01264,0.01248,0.00863,0.00851,0.00806,0.00819,0.00766,0.0074,0.00756,0.00802,0.00864,0.00921,0.00989,0.01064,0.01115,0.01149,0.01238,0.01164,0.01246,0.01326,0.01316,0.006635766,0.000111532,0.000118507,0.000125482,0.000132456,0.000139431,0.000146406,0.000153381,0.000160356,0.00017169,0.000183024,0.000194358,0.000205692,0.000217026,0.00022836,0.000239694,0.000251028,0.000262362,0.000273696,0.00028503,0.000296364,0.000307698,0.000319032,0.000330366,0.0003417,0.000353034,0.000364368,0.000375702
643,Russian Federation,0.968267957,1.01376957,1.104441875,1.165000385,1.210501998,1.286117405,1.346675915,1.406903505,1.452405117,1.477096902,1.508114365,1.551706819,1.60135767,1.623777555,1.641634552,1.710586996,1.73282233,1.758812342,1.809818695,1.87228,1.77779,1.51945,1.38774,1.2133,1.16303,1.12116,1.13686,1.0766,1.14551,1.26006,1.32422,1.38704,1.48823,1.59503,1.69673,1.83507,1.9917,2.09622,1.93228,2.0193,2.10595,2.17844,2.384285,2.59013,2.664121429,2.738112857,2.812104286,2.886095714,2.960087143,3.034078571,3.10807,3.230868421,3.353666842,3.476465263,3.599263684,3.722062105,3.844860526,3.967658947,4.090457368,4.213255789,4.336054211,4.458852632,4.581651053,4.704449474,4.827247895,4.950046316,5.072844737,5.195643158,5.318441579,5.44124
762,Tajikistan,0.008879634,0.009296913,0.010128435,0.010683795,0.011101074,0.011794516,0.012349876,0.012902201,0.01331948,0.013545919,0.013830369,0.01423014,0.01468547,0.014891074,0.015054834,0.015687172,0.015891084,0.016129429,0.01659719,0.01717,0.01595,0.01132,0.00947,0.00745,0.00653,0.00544,0.00553,0.00582,0.00604,0.00654,0.00721,0.00798,0.00886,0.00977,0.01043,0.01116,0.01205,0.01302,0.01347,0.01435,0.01541,0.01657,0.008355216,0.000140432,0.000149214,0.000157996,0.000166778,0.00017556,0.000184343,0.000193125,0.000201907,0.000216178,0.000230449,0.00024472,0.000258991,0.000273261,0.000287532,0.000301803,0.000316074,0.000330345,0.000344616,0.000358887,0.000373158,0.000387429,0.000401699,0.00041597,0.000430241,0.000444512,0.000458783,0.000473054
795,Turkmenistan,0.014123634,0.014787343,0.016109934,0.016993271,0.017656979,0.018759943,0.019643279,0.020521789,0.021185498,0.021545664,0.0219981,0.022633961,0.023358193,0.023685221,0.023945692,0.024951466,0.025275802,0.025654905,0.026398909,0.02731,0.02605,0.02216,0.02249,0.0186,0.01726,0.01841,0.01632,0.01747,0.02036,0.02147,0.0224,0.02246,0.02319,0.02435,0.02753,0.03055,0.03393,0.03891,0.04129,0.04509,0.05171,0.05745,0.028968446,0.000486892,0.000517341,0.00054779,0.000578239,0.000608687,0.000639136,0.000669585,0.000700034,0.000749512,0.000798991,0.00084847,0.000897949,0.000947427,0.000996906,0.001046385,0.001095864,0.001145342,0.001194821,0.0012443,0.001293778,0.001343257,0.001392736,0.001442215,0.001491693,0.001541172,0.001590651,0.00164013
804,Ukraine,0.251355179,0.26316706,0.286704918,0.302425458,0.314237339,0.333866538,0.349587078,0.365221714,0.377033595,0.383443399,0.391495302,0.40281158,0.415700573,0.421520609,0.426156153,0.444055696,0.449827823,0.456574638,0.469815509,0.48603,0.44515,0.40197,0.34479,0.26571,0.2333,0.20997,0.20367,0.1998,0.1994,0.21116,0.23059,0.24258,0.26538,0.2975,0.30553,0.32783,0.35373,0.36187,0.30831,0.32126,0.33796,0.33864,0.170754997,0.002869994,0.003049475,0.003228956,0.003408437,0.003587918,0.003767399,0.00394688,0.004126361,0.004418014,0.004709667,0.00500132,0.005292974,0.005584627,0.00587628,0.006167933,0.006459586,0.00675124,0.007042893,0.007334546,0.007626199,0.007917852,0.008209506,0.008501159,0.008792812,0.009084465,0.009376118,0.009667772
860,Uzbekistan,0.028774771,0.030126978,0.032821558,0.034621222,0.035973429,0.038220551,0.040020215,0.041810045,0.043162252,0.043896037,0.044817807,0.046113278,0.047588791,0.04825506,0.04878573,0.050834843,0.051495628,0.052267993,0.053783789,0.05564,0.05536,0.04916,0.04803,0.04553,0.04512,0.04589,0.04828,0.05035,0.05252,0.05451,0.0568,0.05908,0.06156,0.0663,0.07094,0.07612,0.08335,0.09085,0.09821,0.10656,0.1154,0.12486,0.062959098,0.001058196,0.001124372,0.001190549,0.001256725,0.001322902,0.001389078,0.001455255,0.001521431,0.001628967,0.001736502,0.001844038,0.001951573,0.002059108,0.002166644,0.002274179,0.002381715,0.00248925,0.002596786,0.002704321,0.002811857,0.002919392,0.003026928,0.003134463,0.003241999,0.003349534,0.00345707,0.003564605
8,Albania,0.00685,0.00746,0.00828,0.00811,0.00859,0.0092,0.00978,0.01043,0.01103,0.01133,0.01198,0.01234,0.01247,0.01232,0.01254,0.01324,0.01314,0.01295,0.01423,0.01286,0.00906,0.00841,0.00921,0.00998,0.0113,0.01233,0.01107,0.01248,0.01374,0.01474,0.01578,0.01623,0.01716,0.01817,0.01917,0.02013,0.02132,0.02296,0.02372,0.02455,0.02528,0.02569,0.012953862,0.000217724,0.00023134,0.000244956,0.000258572,0.000272188,0.000285803,0.000299419,0.000313035,0.000335161,0.000357286,0.000379412,0.000401537,0.000423662,0.000445788,0.000467913,0.000490039,0.000512164,0.00053429,0.000556415,0.000578541,0.000600666,0.000622792,0.000644917,0.000667043,0.000689168,0.000711294,0.000733419
70,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,0.00514,0.00451,0.00423,0.00413,0.00459,0.00555,0.01048,0.01408,0.01628,0.01784,0.01882,0.01965,0.02069,0.02152,0.02283,0.02398,0.02546,0.0272,0.02868,0.02784,0.02804,0.0284,0.0282,0.014219498,0.000238997,0.000253943,0.000268889,0.000283835,0.000298781,0.000313727,0.000328674,0.00034362,0.000367907,0.000392194,0.000416481,0.000440769,0.000465056,0.000489343,0.00051363,0.000537917,0.000562205,0.000586492,0.000610779,0.000635066,0.000659353,0.000683641,0.000707928,0.000732215,0.000756502,0.000780789,0.000805077
100,Bulgaria,0.02809,0.03031,0.03274,0.03522,0.03832,0.04085,0.04338,0.0458,0.04885,0.05164,0.05417,0.05543,0.05733,0.05928,0.06087,0.06343,0.06727,0.07463,0.07218,0.0656,0.06006,0.05569,0.05487,0.05586,0.05746,0.05227,0.05141,0.05391,0.05497,0.0581,0.06054,0.06339,0.06688,0.07136,0.07592,0.08086,0.08603,0.09137,0.08634,0.08669,0.08825,0.08895,0.044851928,0.000753856,0.000801,0.000848144,0.000895288,0.000942432,0.000989576,0.00103672,0.001083864,0.001160472,0.00123708,0.001313688,0.001390296,0.001466905,0.001543513,0.001620121,0.001696729,0.001773337,0.001849945,0.001926553,0.002003161,0.002079769,0.002156377,0.002232985,0.002309593,0.002386201,0.002462809,0.002539417
191,Croatia,,,,,,,,,,,,,,,,,,,,0.06399,0.0505,0.04458,0.041,0.04341,0.04634,0.04908,0.0523,0.05333,0.05277,0.05475,0.05675,0.05952,0.06272,0.06531,0.0681,0.07147,0.07508,0.07665,0.07132,0.07032,0.06967,0.06829,0.034434381,0.000578762,0.000614956,0.00065115,0.000687344,0.000723538,0.000759732,0.000795926,0.00083212,0.000890935,0.00094975,0.001008564,0.001067379,0.001126193,0.001185008,0.001243823,0.001302637,0.001361452,0.001420267,0.001479081,0.001537896,0.001596711,0.001655525,0.00171434,0.001773155,0.001831969,0.001890784,0.001949599
196,Cyprus,0.00276,0.00304,0.00329,0.00307,0.00327,0.00393,0.00458,0.00493,0.00542,0.00573,0.00588,0.00623,0.00658,0.00715,0.0075,0.00778,0.00833,0.00905,0.00977,0.01049,0.01057,0.01156,0.01164,0.01233,0.01308,0.01332,0.01364,0.01433,0.01502,0.01578,0.01641,0.01676,0.01708,0.0178,0.0185,0.01926,0.02025,0.02098,0.02063,0.0209,0.02098,0.02048,0.010326785,0.000173569,0.000184424,0.000195278,0.000206133,0.000216987,0.000227842,0.000238696,0.000249551,0.000267189,0.000284827,0.000302466,0.000320104,0.000337743,0.000355381,0.000373019,0.000390658,0.000408296,0.000425934,0.000443573,0.000461211,0.00047885,0.000496488,0.000514126,0.000531765,0.000549403,0.000567041,0.00058468
807,Former Yugoslavia (If no detail),0.11401,0.11805,0.12113,0.13906,0.13997,0.14743,0.15972,0.1744,0.1836,0.18834,0.19064,0.19185,0.18966,0.19289,0.19177,0.19857,0.19673,0.19153,0.19257,0.01627,0.01527,0.01427,0.0132,0.01297,0.01282,0.01298,0.01316,0.01361,0.0142,0.01484,0.01417,0.01429,0.0147,0.01538,0.01605,0.01685,0.01789,0.01877,0.0186,0.01914,0.01968,0.01963,0.009898183,0.000166365,0.000176769,0.000187173,0.000197577,0.000207981,0.000218385,0.000228789,0.000239193,0.0002561,0.000273006,0.000289912,0.000306819,0.000323725,0.000340631,0.000357538,0.000374444,0.00039135,0.000408257,0.000425163,0.000442069,0.000458975,0.000475882,0.000492788,0.000509694,0.000526601,0.000543507,0.000560413
292,Gibraltar,0.00037,0.00039,0.00041,0.00041,0.00041,0.00042,0.00043,0.00044,0.00045,0.00044,0.00044,0.00045,0.00046,0.00048,0.00049,0.00051,0.00054,0.00056,0.00058,0.00058,0.00057,0.00057,0.00059,0.00061,0.00063,0.00065,0.00069,0.00072,0.00074,0.00077,0.0008,0.00082,0.00085,0.00087,0.00089,0.00092,0.00095,0.00094,0.0009,0.00091,0.00092,0.00093,0.000468941,7.88E-06,8.37E-06,8.87E-06,9.36E-06,9.85E-06,1.03E-05,1.08E-05,1.13E-05,1.21E-05,1.29E-05,1.37E-05,1.45E-05,1.53E-05,1.61E-05,1.69E-05,1.77E-05,1.85E-05,1.93E-05,2.01E-05,2.09E-05,2.17E-05,2.25E-05,2.33E-05,2.41E-05,2.49E-05,2.57E-05,2.66E-05
-2,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00664,0.00843,0.00837,0.00882,0.00905,0.0094,0.00996,0.01059,0.01132,0.01165,0.01212,0.01272,0.0132,0.006655935,0.000111871,0.000118867,0.000125863,0.000132859,0.000139855,0.000146851,0.000153847,0.000160843,0.000172212,0.00018358,0.000194949,0.000206317,0.000217686,0.000229054,0.000240423,0.000251791,0.00026316,0.000274528,0.000285897,0.000297265,0.000308634,0.000320002,0.00033137,0.000342739,0.000354107,0.000365476,0.000376844
470,Malta,0.00132,0.0014,0.00146,0.0016,0.00191,0.00224,0.00251,0.00279,0.00309,0.0033,0.00341,0.00349,0.00347,0.0035,0.00359,0.00373,0.00389,0.00421,0.00456,0.00484,0.00515,0.00539,0.00563,0.00595,0.00632,0.00656,0.00691,0.00726,0.00761,0.00812,0.00799,0.00822,0.00823,0.00819,0.00849,0.00868,0.00905,0.00944,0.00919,0.00944,0.00961,0.00971,0.004896146,8.23E-05,8.74E-05,9.26E-05,9.77E-05,0.000102878,0.000108025,0.000113171,0.000118317,0.00012668,0.000135043,0.000143405,0.000151768,0.000160131,0.000168494,0.000176856,0.000185219,0.000193582,0.000201945,0.000210307,0.00021867,0.000227033,0.000235395,0.000243758,0.000252121,0.000260484,0.000268846,0.000277209
499,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00516,0.00561,0.00621,0.00664,0.00626,0.00641,0.00662,0.00659,0.003322925,5.59E-05,5.93E-05,6.28E-05,6.63E-05,6.98E-05,7.33E-05,7.68E-05,8.03E-05,8.60E-05,9.17E-05,9.73E-05,0.000103002,0.000108678,0.000114354,0.000120029,0.000125705,0.00013138,0.000137056,0.000142732,0.000148407,0.000154083,0.000159759,0.000165434,0.00017111,0.000176785,0.000182461,0.000188137
