numcode,country,PECons1971,PECons1972,PECons1973,PECons1974,PECons1975,PECons1976,PECons1977,PECons1978,PECons1979,PECons1980,PECons1981,PECons1982,PECons1983,PECons1984,PECons1985,PECons1986,PECons1987,PECons1988,PECons1989,PECons1990,PECons1991,PECons1992,PECons1993,PECons1994,PECons1995,PECons1996,PECons1997,PECons1998,PECons1999,PECons2000,PECons2001,PECons2002,PECons2003,PECons2004,PECons2005,PECons2006,PECons2007,PECons2008,PECons2009,PECons2010,PECons2011,PECons2012,PECons2040
466,Mali,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,2.269780078
478,Mauritania,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,1.886663167
480,Mauritius,0.014446,0.014709,0.015053,0.015646,0.015871,0.016536,0.017338,0.017632,0.017595,0.017087,0.016914,0.016328,0.016958,0.017347,0.017542,0.020025,0.02105,0.021276,0.023408,0.026442,0.026943,0.028305,0.029559,0.029039,0.031044,0.031598,0.032468,0.034555,0.036159,0.040088,0.042093,0.041738,0.043768,0.044564,0.04605,0.049283,0.049561,0.050708,0.049473,0.052268,0.052355,0.053211,0.003734154
504,Morocco,0.1175,0.126468,0.139993,0.151761,0.157292,0.169935,0.186903,0.197995,0.211197,0.214557,0.21552,0.224284,0.233312,0.240614,0.245228,0.253027,0.259324,0.272371,0.295766,0.302344,0.31775,0.336753,0.349154,0.374153,0.370461,0.390028,0.401761,0.409741,0.435323,0.437486,0.463775,0.4715,0.469339,0.515412,0.558911,0.570112,0.599643,0.625822,0.6325,0.671847,0.722616,0.745907,0.817395398
508,Mozambique,0.273639,0.26849,0.269758,0.267528,0.265066,0.261353,0.265603,0.258431,0.259613,0.266652,0.260045,0.260043,0.257255,0.253765,0.252633,0.249997,0.247475,0.244514,0.241932,0.234986,0.23389,0.236871,0.241511,0.244054,0.249362,0.254014,0.26157,0.264168,0.269377,0.284612,0.299451,0.303362,0.319921,0.332307,0.336834,0.346894,0.36135,0.367858,0.380811,0.392774,0.407646,0.41416,1.467284688
516,Namibia,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.024787,0.02663,0.029168,0.031726,0.035469,0.038214,0.039182,0.040766,0.040528,0.039624,0.046509,0.042616,0.044727,0.047975,0.049635,0.05,0.051517,0.055946,0.057273,0.059825,0.060954,0.06419,1.510901075
562,Niger,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,2.319202709
566,Nigeria,1.31656,1.36278,1.42428,1.46937,1.53006,1.6106,1.69692,1.77593,1.85029,1.93871,2.02588,2.12662,2.18683,2.19178,2.26544,2.28664,2.3662,2.43646,2.52155,2.6356,2.76194,2.87113,2.91726,2.84572,2.92414,3.04839,3.15164,3.17331,3.2869,3.4142,3.58455,3.69924,3.90939,4.01999,4.17841,4.21329,4.36233,4.49251,4.42222,4.7604,5.03653,5.30665,1.690927583
646,Rwanda,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.048210861
678,Sao Tome and Principe,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.001832298
686,Senegal,0.049275,0.049983,0.052334,0.053777,0.055076,0.056281,0.05771,0.057847,0.060478,0.061935,0.061499,0.060916,0.061052,0.064253,0.061929,0.0648,0.069062,0.065672,0.065268,0.066916,0.066409,0.070592,0.070351,0.069874,0.073997,0.075784,0.080357,0.08485,0.089453,0.095146,0.10284,0.104424,0.101437,0.108547,0.110743,0.111037,0.119158,0.124387,0.152778,0.155882,0.164955,0.163781,0.359119479
690,Seychelles,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.000832863
694,Sierra Leone,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.13131776
706,Somalia,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,1.167210609
710,South Africa,1.80262,1.83301,1.95161,2.02365,2.14159,2.21554,2.26148,2.38942,2.46753,2.59437,2.85388,3.10362,3.16019,3.42863,3.42835,3.57036,3.6997,3.84939,3.68634,3.60914,3.76884,3.51509,3.76714,3.89532,4.11009,4.21215,4.30022,4.22657,4.32736,4.33558,4.46,4.36424,4.66069,5.11238,5.09244,5.05549,5.42771,5.83742,5.64879,5.66082,5.63007,5.55538,2.233009641
728,South Sudan,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.438003489
729,Sudan,0.278864,0.283713,0.292283,0.295347,0.29629,0.296639,0.305617,0.310331,0.313353,0.331928,0.335142,0.350211,0.361508,0.360429,0.375716,0.381135,0.375171,0.39862,0.398439,0.421774,0.420962,0.420678,0.408552,0.473559,0.475332,0.486919,0.497437,0.50304,0.558521,0.527962,0.553059,0.600405,0.583657,0.583443,0.594357,0.63842,0.617381,0.627013,0.648608,0.662556,0.662018,0.661042,4.58680453
748,Swaziland,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.031782412
768,Togo,0.028837,0.029613,0.029612,0.029601,0.030848,0.030887,0.032779,0.033721,0.035083,0.035229,0.035945,0.037863,0.036942,0.0384,0.039134,0.042707,0.045203,0.046147,0.047572,0.050125,0.051339,0.051967,0.052213,0.059047,0.062149,0.069685,0.06868,0.073412,0.083933,0.083754,0.083556,0.086525,0.091374,0.092337,0.094111,0.093915,0.097494,0.101645,0.123628,0.123613,0.124325,0.123921,0.103943114
788,Tunisia,0.065697,0.071792,0.074838,0.083366,0.086235,0.091993,0.099862,0.109651,0.119092,0.129672,0.133792,0.131651,0.149644,0.158558,0.165153,0.162864,0.165469,0.173826,0.173197,0.196264,0.194365,0.216172,0.210409,0.227408,0.230315,0.240741,0.248304,0.270634,0.279741,0.289899,0.305978,0.310045,0.318535,0.335801,0.329917,0.347269,0.35866,0.37406,0.363383,0.399902,0.376364,0.392582,0.299482838
800,Uganda,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.432063621
834,United Republic of Tanzania,0.300634,0.303374,0.305256,0.304227,0.304386,0.307444,0.307543,0.311027,0.313951,0.318037,0.322563,0.327379,0.334125,0.340666,0.347897,0.356374,0.362899,0.369453,0.377562,0.386203,0.39412,0.399209,0.410035,0.41741,0.437343,0.442753,0.447016,0.476011,0.506032,0.534155,0.56372,0.591845,0.614627,0.651147,0.680718,0.706596,0.726935,0.750129,0.766712,0.80283,0.836839,0.879401,1.729951326
732,Western Sahara,0.027132727,0.028080788,0.027903364,0.028454061,0.029656364,0.030381515,0.031347273,0.033177576,0.032746364,0.033698788,0.035441563,0.035715625,0.037303438,0.037619063,0.038462188,0.04067125,0.04177375,0.043098438,0.043873125,0.05207125,0.054830968,0.056919,0.057832333,0.057702,0.060835667,0.062171,0.064987667,0.065615333,0.066561333,0.067266667,0.069284667,0.070457333,0.072489,0.072695333,0.075146667,0.077577667,0.079847,0.082146333,0.083714667,0.086061,0.088737667,0.091487333,0.486904436
894,Zambia,0.143256,0.152503,0.161225,0.167921,0.158953,0.176628,0.173821,0.175144,0.176236,0.183472,0.186242,0.190719,0.194015,0.196489,0.200119,0.203329,0.207508,0.2183,0.217991,0.216229,0.22219,0.225547,0.225782,0.227349,0.231255,0.229286,0.239122,0.24149,0.241869,0.247959,0.255713,0.264129,0.272521,0.280158,0.289021,0.296749,0.297446,0.307639,0.316173,0.328425,0.342031,0.360251,1.377635697
716,Zimbabwe,0.215832,0.219863,0.232823,0.235853,0.234774,0.247839,0.240666,0.239137,0.243588,0.25763,0.261274,0.263272,0.269889,0.274575,0.293855,0.310727,0.339279,0.343528,0.351235,0.368916,0.391058,0.403808,0.386309,0.38355,0.390496,0.388854,0.384986,0.393944,0.420003,0.396985,0.395912,0.388977,0.372038,0.363516,0.381519,0.388271,0.378076,0.348678,0.353,0.361299,0.370562,0.380094,0.714944115
4,Afghanistan,0.011824368,0.011799474,0.012656737,0.014111737,0.013586474,0.013415053,0.014395947,0.014591842,0.01578,0.016175789,0.016730789,0.016423263,0.017391421,0.017668789,0.014165556,0.014136444,0.014413611,0.014370056,0.014522167,0.0273569,0.0274951,0.0266244,0.0267554,0.0280048,0.030415111,0.033827333,0.033991,0.034642556,0.035375556,0.036329111,0.037557556,0.038219333,0.039606222,0.041399111,0.041942111,0.042908222,0.042862333,0.045923111,0.049057333,0.054271556,0.058558,0.062103556,3.318389192
64,Bhutan,0.011824368,0.011799474,0.012656737,0.014111737,0.013586474,0.013415053,0.014395947,0.014591842,0.01578,0.016175789,0.016730789,0.016423263,0.017391421,0.017668789,0.014165556,0.014136444,0.014413611,0.014370056,0.014522167,0.0273569,0.0274951,0.0266244,0.0267554,0.0280048,0.030415111,0.033827333,0.033991,0.034642556,0.035375556,0.036329111,0.037557556,0.038219333,0.039606222,0.041399111,0.041942111,0.042908222,0.042862333,0.045923111,0.049057333,0.054271556,0.058558,0.062103556,0.240871493
184,Cook Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001229982
258,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021355564
296,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004156314
418,Lao People's Democratic Republic,0.011824368,0.011799474,0.012656737,0.014111737,0.013586474,0.013415053,0.014395947,0.014591842,0.01578,0.016175789,0.016730789,0.016423263,0.017391421,0.017668789,0.014165556,0.014136444,0.014413611,0.014370056,0.014522167,0.0273569,0.0274951,0.0266244,0.0267554,0.0280048,0.030415111,0.033827333,0.033991,0.034642556,0.035375556,0.036329111,0.037557556,0.038219333,0.039606222,0.041399111,0.041942111,0.042908222,0.042862333,0.045923111,0.049057333,0.054271556,0.058558,0.062103556,1.213582333
446,Macao,0.011824368,0.011799474,0.012656737,0.014111737,0.013586474,0.013415053,0.014395947,0.014591842,0.01578,0.016175789,0.016730789,0.016423263,0.017391421,0.017668789,0.014165556,0.014136444,0.014413611,0.014370056,0.014522167,0.0273569,0.0274951,0.0266244,0.0267554,0.0280048,0.030415111,0.033827333,0.033991,0.034642556,0.035375556,0.036329111,0.037557556,0.038219333,0.039606222,0.041399111,0.041942111,0.042908222,0.042862333,0.045923111,0.049057333,0.054271556,0.058558,0.062103556,0.000143498
462,Maldives,0.011824368,0.011799474,0.012656737,0.014111737,0.013586474,0.013415053,0.014395947,0.014591842,0.01578,0.016175789,0.016730789,0.016423263,0.017391421,0.017668789,0.014165556,0.014136444,0.014413611,0.014370056,0.014522167,0.0273569,0.0274951,0.0266244,0.0267554,0.0280048,0.030415111,0.033827333,0.033991,0.034642556,0.035375556,0.036329111,0.037557556,0.038219333,0.039606222,0.041399111,0.041942111,0.042908222,0.042862333,0.045923111,0.049057333,0.054271556,0.058558,0.062103556,0.001537478
540,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097681078
585,Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002347216
598,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.372020469
882,Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01508778
90,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145804127
776,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003833444
548,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06252409
36,Australia,2.04804,2.10986,2.26398,2.33829,2.39577,2.45323,2.63053,2.63761,2.6975,2.76185,2.78067,2.9014,2.77792,2.86911,2.87812,2.93889,3.07986,3.08505,3.33671,3.42737,3.37962,3.44269,3.60856,3.60605,3.67815,3.91887,4.01881,4.12332,4.21328,4.28944,4.19585,4.34303,4.39626,4.47094,4.50283,4.55941,4.70486,4.85961,4.84445,4.86045,4.87569,5.08992,39.39453276
50,Bangladesh,0.225615,0.233034,0.252085,0.26037,0.266929,0.283918,0.290645,0.300624,0.312514,0.333406,0.340201,0.359373,0.368001,0.37335,0.394803,0.422722,0.416134,0.457312,0.480061,0.505349,0.498114,0.52576,0.555103,0.579772,0.630788,0.634516,0.662855,0.691003,0.70016,0.724121,0.791739,0.810293,0.853571,0.870425,0.902944,0.964124,1.00916,1.05894,1.11712,1.2136,1.25756,1.31626,0.737989257
96,Brunei Darussalam,0.007034,0.006962,0.013668,0.023564,0.029377,0.038735,0.041877,0.03914,0.040718,0.053556,0.051565,0.055438,0.058555,0.067471,0.070719,0.062109,0.06372,0.052969,0.061506,0.068523,0.077484,0.083315,0.080203,0.074416,0.089161,0.089754,0.092696,0.092306,0.094116,0.094617,0.087604,0.085605,0.099396,0.091093,0.087966,0.125052,0.128057,0.140533,0.120739,0.128576,0.153676,0.153275,0.02957082
116,Cambodia,0.011824368,0.011799474,0.012656737,0.014111737,0.013586474,0.013415053,0.014395947,0.014591842,0.01578,0.016175789,0.016730789,0.016423263,0.017391421,0.017668789,0.014165556,0.014136444,0.014413611,0.014370056,0.014522167,0.0273569,0.0274951,0.0266244,0.0267554,0.0280048,0.112559,0.117726,0.119632,0.136189,0.136359,0.135403,0.136108,0.1585,0.163276,0.134486,0.136337,0.136077,0.138147,0.139417,0.194711,0.19935,0.211622,0.217516,0.927816493
158,Chinese Taipei,0.396852,0.456181,0.520343,0.510452,0.567887,0.705814,0.767604,0.918662,1.00812,1.10857,1.02914,1.06831,1.20829,1.26902,1.3185,1.4222,1.54106,1.68908,1.78143,1.89721,2.04862,2.13412,2.28607,2.39715,2.52424,2.65514,2.8043,2.99373,3.12013,3.36805,3.53083,3.69923,3.82777,4.01768,4.06524,4.14608,4.37087,4.19322,3.9965,4.3492,4.27466,4.15364,0.071615707
242,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093632387
356,India,6.20851,6.3539,6.5263,6.80019,7.05229,7.34317,7.54776,7.57727,7.93292,8.14052,8.57176,8.9137,9.20978,9.61075,10.11,10.4877,10.8965,11.488,12.0409,12.5547,13.0506,13.5783,13.8923,14.4315,15.2313,15.7219,16.3361,16.7336,17.6911,18.1111,18.4151,18.9673,19.4315,20.5517,21.4168,22.607,23.9606,25.0882,27.6368,28.6702,29.8322,31.2728,77.2173
360,Indonesia,1.39064,1.44762,1.51387,1.56952,1.63199,1.70598,1.89551,2.02869,2.12323,2.21034,2.32617,2.38387,2.42756,2.52264,2.61196,2.88129,2.97551,3.05666,3.22999,3.91299,4.1047,4.27874,4.69985,4.70594,5.19045,5.37883,5.55983,5.43851,5.69715,6.17541,6.32076,6.55573,6.57479,7.00938,7.13397,7.30213,7.26827,7.41247,7.93569,8.31005,8.14767,8.47513,9.836986796
392,Japan,10.6155,11.3435,12.7122,12.7825,12.1046,12.873,13.102,13.214,13.9957,13.6707,13.3717,13.351,13.3631,14.3718,14.3997,14.5615,14.7474,15.7766,16.3691,17.4285,17.6119,18.0013,18.1209,19.1137,19.6142,20.028,20.2444,19.8742,20.1856,20.5941,20.2695,20.2546,20.0888,20.7334,20.6503,20.6215,20.4396,19.6526,18.7453,19.7927,18.3304,17.9465,17.2545
410,Korea,0.673414,0.732895,0.85557,0.929575,0.970631,1.07858,1.25124,1.37197,1.5842,1.63709,1.60786,1.7095,1.85125,2.01555,2.10833,2.41594,2.60889,2.93702,3.12839,3.68676,3.96275,4.39941,4.93508,5.24045,5.74386,6.24092,6.79442,6.20353,6.86018,7.46611,7.58122,7.88446,8.04518,8.26636,8.34423,8.48102,8.81849,9.01117,9.0965,9.91967,10.3354,10.4534,0.504702653
408,"Korea, DPR",0.770328,0.799677,0.817016,0.853708,0.883241,0.93782,0.988342,1.06149,1.13568,1.2048,1.23713,1.29255,1.34038,1.3732,1.42845,1.40512,1.3534,1.37824,1.37301,1.31825,1.25801,1.09965,1.0114,0.924887,0.872363,0.767045,0.730703,0.681862,0.730488,0.782367,0.80826,0.776361,0.794653,0.81319,0.846418,0.854865,0.72613,0.800102,0.790063,0.749838,0.555066,0.558777,0.617758507
458,Malaysia,0.240156,0.243782,0.242342,0.274667,0.289762,0.314695,0.318047,0.408635,0.478746,0.479141,0.510801,0.518604,0.603779,0.623896,0.628256,0.704735,0.715147,0.750566,0.823547,0.879454,1.08281,1.19391,1.291,1.28583,1.3905,1.5375,1.78567,1.69746,1.72353,1.96411,2.04449,2.11458,2.26541,2.43487,2.64139,2.65709,2.90889,3.0421,2.89508,3.00206,3.13893,3.22335,1.689944148
496,Mongolia,0.011824368,0.011799474,0.012656737,0.014111737,0.013586474,0.013415053,0.014395947,0.014591842,0.01578,0.016175789,0.016730789,0.016423263,0.017391421,0.017668789,0.123892,0.133564,0.140892,0.150129,0.142318,0.135242,0.1514,0.132522,0.123946,0.107184,0.106929,0.090066,0.088218,0.088922,0.089043,0.095097,0.095817,0.102598,0.100207,0.103187,0.104147,0.116062,0.123185,0.124067,0.128286,0.136244,0.14272,0.156474,8.015977806
104,Myanmar,0.313676,0.319024,0.314163,0.327011,0.332589,0.344892,0.352199,0.356747,0.363747,0.373875,0.379224,0.387091,0.391949,0.405817,0.43613,0.444825,0.427492,0.422775,0.434035,0.423759,0.416698,0.429628,0.426182,0.453034,0.468574,0.469468,0.479332,0.492335,0.494049,0.509556,0.497905,0.514662,0.558151,0.585596,0.587835,0.595667,0.618492,0.59649,0.565483,0.556023,0.566559,0.605897,3.477261879
524,Nepal,0.145139,0.149136,0.153673,0.156775,0.159729,0.162627,0.16677,0.170479,0.176188,0.18101,0.184129,0.189211,0.195426,0.200354,0.202192,0.208979,0.212886,0.217868,0.22076,0.229714,0.237155,0.242932,0.249347,0.258192,0.26632,0.272724,0.281542,0.288856,0.30475,0.321714,0.332303,0.335988,0.345493,0.350472,0.362343,0.362319,0.369346,0.382268,0.393815,0.405163,0.419362,0.400778,0.754291644
554,New Zealand,0.270917,0.301567,0.312803,0.34585,0.339154,0.361473,0.378248,0.375486,0.349673,0.356518,0.353387,0.377327,0.390589,0.416296,0.4443,0.446221,0.448637,0.470289,0.503571,0.509035,0.521758,0.533483,0.562197,0.582267,0.59064,0.611549,0.638764,0.629943,0.655338,0.677922,0.678503,0.679224,0.670465,0.687333,0.671463,0.671777,0.67934,0.690412,0.693429,0.725733,0.721687,0.75237,1.376964955
586,Pakistan,0.676052,0.694085,0.728843,0.772345,0.807481,0.816956,0.851833,0.887189,0.938228,0.982464,1.05306,1.11535,1.17633,1.21568,1.28035,1.33614,1.46797,1.54097,1.62774,1.70057,1.74552,1.85854,1.95371,2.03398,2.12439,2.23573,2.29517,2.34485,2.47581,2.54221,2.58287,2.61005,2.72618,2.92026,3.0258,3.15015,3.31729,3.25887,3.30494,3.34899,3.36938,3.40288,4.12013252
156,People's Republic of China,15.5367,16.3386,16.9465,17.3847,19.1985,19.8526,21.6253,23.4292,23.818,23.7421,23.5645,24.299,25.2667,26.7975,27.4453,28.4228,29.8818,31.4968,32.1534,34.5485,33.6468,34.791,36.8533,38.5979,41.4442,42.5966,42.5589,42.8512,43.6758,46.0825,47.0921,49.752,56.6454,65.0694,70.4589,76.9373,81.13,84.1539,90.7137,100.249,108.998,114.845,191.813
608,Philippines,0.608136,0.611722,0.681272,0.683171,0.724447,0.759258,0.7911,0.804294,0.851868,0.889388,0.894081,0.917647,0.998077,0.897565,0.942872,0.942782,0.98553,1.0424,1.0961,1.13918,1.13754,1.18928,1.18839,1.27349,1.33411,1.37971,1.45203,1.4938,1.53338,1.58681,1.51939,1.54016,1.5441,1.53916,1.54171,1.53043,1.53351,1.59137,1.51524,1.60695,1.60491,1.68842,1.537477618
702,Singapore,0.108341,0.134044,0.148961,0.158905,0.147283,0.154082,0.16269,0.206826,0.201529,0.203637,0.213554,0.208668,0.233609,0.26621,0.268472,0.285332,0.303653,0.336669,0.336858,0.45737,0.518421,0.58821,0.721474,0.876451,0.747743,0.780452,0.876369,0.792132,0.720613,0.740752,0.844936,0.839442,1.01504,1.21857,0.8558,0.920334,0.843594,0.970037,0.809891,1.00818,1.02703,0.994122,0.003551573
144,Sri Lanka,0.150701,0.160521,0.164022,0.155846,0.163041,0.164132,0.162554,0.171441,0.177998,0.179929,0.18352,0.194157,0.195137,0.201022,0.198225,0.204787,0.212712,0.215758,0.216437,0.218882,0.222191,0.227994,0.240366,0.230823,0.238271,0.266654,0.276345,0.280926,0.299986,0.330398,0.319403,0.325315,0.344499,0.349105,0.357146,0.360395,0.367453,0.361253,0.359276,0.38498,0.409884,0.447119,0.336246355
764,Thailand,0.543192,0.570183,0.6193,0.63253,0.688071,0.747373,0.795755,0.8269,0.873485,0.87304,0.882469,0.89233,0.819796,0.90522,0.98162,1.0311,1.13899,1.29873,1.45294,1.66434,1.80734,1.92559,2.03187,2.24682,2.45715,2.7475,2.7987,2.62413,2.80151,2.86825,2.95161,3.26396,3.53578,3.82083,3.92836,4.0058,4.1581,4.27145,4.25739,4.65943,4.72712,5.02179,2.634211652
704,Viet Nam,0.524663,0.529527,0.553784,0.519295,0.551841,0.495326,0.514637,0.527978,0.54616,0.571068,0.57831,0.599177,0.618504,0.625893,0.633551,0.663778,0.702379,0.70894,0.692962,0.708924,0.718547,0.749999,0.813754,0.814336,0.868406,0.917092,0.98825,1.05316,1.08382,1.14025,1.21601,1.32695,1.39319,1.54624,1.64495,1.6854,1.81643,1.94369,2.1209,2.33763,2.4135,2.57345,1.688970413
40,Austria,0.746584,0.786499,0.852163,0.823308,0.798395,0.860666,0.840109,0.868116,0.940297,0.918759,0.870048,0.8506,0.853183,0.886218,0.916024,0.919608,0.9542,0.964526,0.949054,0.985246,1.04885,1.00774,1.01919,1.01646,1.06165,1.12806,1.12005,1.13906,1.13629,1.13246,1.19661,1.2075,1.27757,1.29665,1.3399,1.34257,1.32641,1.33426,1.26152,1.35407,1.31551,1.31378,0.718710721
56,Belgium,1.57369,1.72397,1.82483,1.79053,1.67921,1.80076,1.79023,1.88445,1.94484,1.8557,1.72731,1.64584,1.62538,1.69521,1.75015,1.81333,1.8516,1.8745,1.89235,1.91602,2.00713,2.03001,1.98247,2.09741,2.13344,2.25157,2.25408,2.29136,2.3085,2.32411,2.31924,2.2392,2.35283,2.33908,2.33102,2.30912,2.26604,2.33165,2.23158,2.40245,2.35372,2.22009,0.261604875
203,Czech Republic,1.80085,1.80651,1.79192,1.66253,1.73339,1.78335,1.90644,1.8003,1.92072,1.86335,1.86704,1.8965,1.90347,1.94334,1.95419,1.98621,2.04398,2.00363,1.94833,1.96599,1.77816,1.72778,1.67616,1.62448,1.6461,1.69925,1.70955,1.65492,1.54824,1.62629,1.66962,1.68777,1.76242,1.80446,1.78315,1.82465,1.82533,1.78452,1.67191,1.76575,1.70875,1.69225,0.675829733
